,numepolice,annee_reference,n_sinistre,montantsinistre
24949,695834,2008,20137502,181.762076175101
24949.1,695834,2008,20137503,5105.10107570328
24950,824903,2008,20137504,809.760339806711
24950.1,824903,2008,20137505,8535.55513570216
24950.2,824903,2008,20137506,3970.06943139455
24951,825021,2013,20137507,170.023295943778
24951.1,825021,2013,20137508,296.950667139773
24953,497068,2008,20137509,379.414344015211
24954,748480,2008,20137510,205.101063636523
24958,900380,2013,20137511,1714.11135054906
24959,900650,2015,20137512,37.2712981376096
24960,71131,2017,20137513,368.825837655438
24963,748057,2017,20137514,40.2209215936907
24964,856572,2012,20137515,4367.70349987064
24966,391135,2009,20137516,885.125282104913
24968,370776,2009,20137517,10.748193622132
24968.1,370776,2009,20137518,1722.47678886279
24971,227896,2008,20137519,4793.99421540604
24972,49498,2015,20137520,4443.75067026674
24972.1,49498,2015,20137521,6152.73328540642
24974,464103,2013,20137522,106.580561977429
24975,330165,2013,20137523,1010.05534558131
24980,6678,2010,20137524,522.14570902766
24984,432596,2012,20137525,2223.60440980246
24984.1,432596,2012,20137526,2366.78713674244
24984.2,432596,2012,20137527,1216.54375061151
24986,747827,2012,20137528,543.96467023422
24986.1,747827,2012,20137529,12809.7525422817
24987,658862,2016,20137530,1364.93413756406
24991,857392,2008,20137531,9330.06381533337
24991.1,857392,2008,20137532,3273.6659920184
24994,3917,2010,20137533,587.100595330801
24996,544370,2009,20137534,5427.4043462616
24998,927534,2017,20137535,35.2322180969521
24999,6357,2009,20137536,1170.53830043979
25001,813314,2008,20137537,2514.68657399184
25001.1,813314,2008,20137538,2115.95419249458
25002,83082,2008,20137539,27584.5082513193
25002.1,83082,2008,20137540,5133.19748010199
25003,923256,2014,20137541,1339.15351998341
25003.1,923256,2014,20137542,7352.611950785
25006,866524,2010,20137543,4847.27740985083
25006.1,866524,2010,20137544,3316.11802888853
25012,430094,2014,20137545,1287.19745160541
25017,125542,2014,20137546,356.432836602512
25023,875490,2013,20137547,7166.54469126192
25024,829633,2016,20137548,32.9947516650525
25026,590494,2017,20137549,4013.6747157425
25030,453471,2016,20137550,380.425666458438
25031,150145,2017,20137551,4340.10408003538
25031.1,150145,2017,20137552,3288.78416138958
25032,677848,2009,20137553,186.905489036374
25034,441796,2015,20137554,5020.37880895351
25034.1,441796,2015,20137555,21100.4750494067
25037,11409,2015,20137556,270.386034918088
25037.1,11409,2015,20137557,1240.58461668895
25038,214569,2013,20137558,228.342378893677
25044,632284,2013,20137559,221.01175645155
25046,153925,2010,20137560,738.273179843531
25047,583392,2013,20137561,111.660812919465
25048,271997,2014,20137562,1164.63518384252
25052,310551,2009,20137563,1214.16978593586
25052.1,310551,2009,20137564,1096.82479086181
25053,819702,2010,20137565,4280.43944701741
25061,966899,2012,20137566,16074.2035355032
25061.1,966899,2012,20137567,3233.04142951509
25062,82426,2013,20137568,647.539242214974
25064,113767,2015,20137569,8955.89278022633
25064.1,113767,2015,20137570,7717.46836341648
25066,919700,2012,20137571,808.113464011287
25067,888304,2016,20137572,4817.21219877105
25067.1,888304,2016,20137573,14709.0574941599
25069,415227,2016,20137574,3918.24934211074
25070,598992,2016,20137575,1410.7663682719
25071,1909,2017,20137576,14191.3318433795
25071.1,1909,2017,20137577,424.254788754104
25071.2,1909,2017,20137578,607.05595098025
25074,95884,2010,20137579,1210.48002570884
25075,647366,2017,20137580,345.648987147082
25080,226553,2011,20137581,6137.00573425329
25080.1,226553,2011,20137582,4374.33040584912
25081,951465,2009,20137583,142.046854749842
25084,618451,2011,20137584,125.274833981987
25086,216453,2011,20137585,3411.26188396434
25087,427043,2009,20137586,231.011210965012
25091,268538,2015,20137587,597.388480186173
25099,835789,2017,20137588,4529.05057006659
25099.1,835789,2017,20137589,4097.13662108768
25107,463290,2017,20137590,257.250134891279
25109,203302,2017,20137591,3435.84188218873
25109.1,203302,2017,20137592,503.92873646649
25111,209601,2010,20137593,2966.47253627474
25112,643473,2012,20137594,896.616125175755
25112.1,643473,2012,20137595,10145.2144121627
25113,292130,2012,20137596,796.257661727247
25113.1,292130,2012,20137597,7289.17695195143
25114,324065,2009,20137598,3071.95450670463
25114.1,324065,2009,20137599,573.09702683896
25117,606414,2015,20137600,15257.5980690125
25117.1,606414,2015,20137601,5661.20743461114
25117.2,606414,2015,20137602,10328.7171493539
25119,137545,2015,20137603,1801.82682037357
25120,32458,2008,20137604,4560.94653110835
25120.1,32458,2008,20137605,4897.98724502067
25120.2,32458,2008,20137606,1688.16441729401
25120.3,32458,2008,20137607,19527.0761880477
25129,808932,2017,20137608,719.79814912626
25133,398713,2012,20137609,306.41832083462
25134,804013,2012,20137610,41.4484789002374
25135,11279,2011,20137611,13.6561617513301
25136,92239,2012,20137612,1691.16190605335
25142,447154,2010,20137613,1003.57723241902
25142.1,447154,2010,20137614,258.654745701592
25147,81225,2013,20137615,1640.79869998277
25148,228769,2013,20137616,3527.21082244914
25149,339621,2014,20137617,712.833399242807
25151,46839,2009,20137618,377.766725622462
25152,504577,2008,20137619,4734.92189725632
25155,903150,2015,20137620,3881.75177318036
25155.1,903150,2015,20137621,7933.76589416526
25156,32851,2010,20137622,1439.13048586087
25159,509,2011,20137623,717.840208149133
25163,78047,2011,20137624,1986.79699866015
25164,79024,2008,20137625,4986.74185034927
25165,270954,2015,20137626,25842.3235345769
25165.1,270954,2015,20137627,7054.4321306404
25167,667429,2015,20137628,434.358759541444
25170,364420,2013,20137629,227.172757307544
25173,908604,2008,20137630,1595.96091803774
25176,274935,2011,20137631,1287.33878150215
25177,760858,2013,20137632,3470.67424351784
25178,446129,2010,20137633,368.546764972095
25181,339721,2016,20137634,4089.82391584355
25182,507784,2014,20137635,417.285499398805
25183,437082,2014,20137636,1662.55992197479
25184,893138,2012,20137637,3175.35305264389
25184.1,893138,2012,20137638,6983.93904581852
25185,22221,2008,20137639,307.876468470489
25185.1,22221,2008,20137640,1761.51201980082
25186,558668,2015,20137641,13300.2449304052
25186.1,558668,2015,20137642,26387.2298400433
25186.2,558668,2015,20137643,4173.6000139913
25187,998493,2017,20137644,1551.45503693538
25188,217382,2011,20137645,1883.57465878632
25188.1,217382,2011,20137646,8597.02339876644
25191,648826,2015,20137647,174.212057858483
25192,433780,2015,20137648,95.466262133842
25192.1,433780,2015,20137649,1451.3350334842
25194,619615,2008,20137650,4489.59979552543
25196,855828,2012,20137651,540.715234257082
25199,631297,2013,20137652,4865.4505114982
25202,906878,2009,20137653,199.262955368145
25205,758502,2017,20137654,38461.240082515
25205.1,758502,2017,20137655,3234.70616534379
25205.2,758502,2017,20137656,67743.3436650443
25207,654584,2008,20137657,1136.09016926594
25208,782479,2010,20137658,16537.278933097
25208.1,782479,2010,20137659,5914.21076618671
25209,359629,2008,20137660,3224.57865430086
25209.1,359629,2008,20137661,2111.8695680043
25210,636162,2012,20137662,194.901040371056
25210.1,636162,2012,20137663,547.267037534398
25212,351132,2009,20137664,35.5523958478099
25213,569584,2015,20137665,516.436714194182
25214,104102,2017,20137666,1085.65180552625
25214.1,104102,2017,20137667,1242.91340890638
25215,830595,2014,20137668,190781.585492012
25215.1,830595,2014,20137669,1483.64612909923
25215.2,830595,2014,20137670,44120.4504058798
25215.3,830595,2014,20137671,1233.54505419645
25215.4,830595,2014,20137672,151204.118397434
25216,95828,2017,20137673,23218.9567317324
25216.1,95828,2017,20137674,6553.06050453398
25217,921694,2010,20137675,18899.475068794
25217.1,921694,2010,20137676,2151.53362020866
25223,572314,2015,20137677,20250.2182141428
25223.1,572314,2015,20137678,6218.04290621002
25228,149413,2015,20137679,172.414847145871
25229,603064,2016,20137680,1132.94331046565
25232,21774,2014,20137681,216.473991838197
25233,777764,2017,20137682,5225.32225560196
25236,102166,2011,20137683,1182.8764508256
25238,628073,2017,20137684,407.308006888158
25239,623534,2014,20137685,93.1978718306927
25242,773798,2009,20137686,162.289092375104
25244,700997,2010,20137687,2036.75795316188
25247,565275,2010,20137688,8046.59247720343
25248,168142,2011,20137689,2486.41308554441
25252,952446,2016,20137690,62.4677135544365
25253,816206,2008,20137691,376.061732603694
25254,220438,2010,20137692,2466.46431515598
25254.1,220438,2010,20137693,3995.14115956791
25255,645142,2015,20137694,63.369903729662
25256,815158,2016,20137695,38.3308097825671
25257,714546,2010,20137696,106.582079966181
25258,931458,2011,20137697,3071.51046332566
25263,752294,2013,20137698,243.637288073005
25264,333480,2014,20137699,1862.57004631888
25265,675214,2016,20137700,329.090327035359
25267,148189,2017,20137701,50.2540483549871
25267.1,148189,2017,20137702,466.807301946041
25270,702910,2012,20137703,388.241706386904
25271,749023,2017,20137704,6992.59560034051
25271.1,749023,2017,20137705,1290.48400941321
25276,106573,2015,20137706,707.047063891269
25276.1,106573,2015,20137707,1724.65999266755
25278,98133,2009,20137708,6794.0938215392
25278.1,98133,2009,20137709,1985.16278132267
25279,70091,2015,20137710,1554.5597513193
25282,260685,2013,20137711,3256.22866734429
25283,3733,2013,20137712,677.46423695191
25285,900018,2011,20137713,1378.0178040748
25290,303259,2008,20137714,14590.2087318253
25290.1,303259,2008,20137715,1727.83841097585
25290.2,303259,2008,20137716,1839.77836100569
25292,77213,2016,20137717,2171.3245582175
25294,564650,2010,20137718,36989.2552179662
25294.1,564650,2010,20137719,3147.35488665453
25294.2,564650,2010,20137720,57380.9523038815
25295,469466,2015,20137721,3907.74437677222
25297,582323,2008,20137722,729.017456496967
25297.1,582323,2008,20137723,8920.54158325533
25300,637745,2013,20137724,2305.58686243055
25304,246237,2014,20137725,1795.65319286898
25311,996883,2009,20137726,1866.11001838622
25313,107642,2015,20137727,420.449278235278
25315,305161,2015,20137728,3079.54665917529
25317,600732,2015,20137729,417.991796736226
25318,23208,2013,20137730,1151.51018060357
25321,607138,2011,20137731,1552.3502422199
25321.1,607138,2011,20137732,26044.0089314744
25323,720708,2015,20137733,472.371492077912
25324,729225,2008,20137734,1873.66906065588
25325,986905,2012,20137735,4763.63674209716
25325.1,986905,2012,20137736,23.738330613729
25326,325456,2011,20137737,283.60322371265
25330,231222,2009,20137738,15808.41242918
25330.1,231222,2009,20137739,14819.2060289962
25331,690514,2015,20137740,5447.06101757709
25335,819996,2015,20137741,3454.1644461437
25342,903392,2011,20137742,673.690500405844
25344,367152,2010,20137743,1413.32300128084
25345,563310,2013,20137744,129.632043041012
25346,935231,2012,20137745,17834.6025469961
25346.1,935231,2012,20137746,3686.69658234163
25347,691533,2013,20137747,1290.25227739414
25360,695537,2013,20137748,356.766032277364
25365,550128,2014,20137749,129970.886522501
25365.1,550128,2014,20137750,54509.7238299819
25365.2,550128,2014,20137751,61609.5690850274
25365.3,550128,2014,20137752,55227.7402032382
25366,424201,2014,20137753,1016.12745059243
25366.1,424201,2014,20137754,8429.12135533771
25366.2,424201,2014,20137755,8217.35837794455
25368,75228,2014,20137756,676.898173007028
25368.1,75228,2014,20137757,1253.63099838422
25370,700910,2012,20137758,2931.02756349522
25370.1,700910,2012,20137759,3010.18475781584
25373,114431,2011,20137760,8902.88872320249
25373.1,114431,2011,20137761,3952.97298486499
25376,764696,2017,20137762,193.123173243589
25377,53897,2015,20137763,409.130926439405
25378,178040,2015,20137764,1330.33468257791
25381,157556,2017,20137765,529.708195146227
25382,406695,2015,20137766,756.142899281196
25382.1,406695,2015,20137767,2614.8789857655
25385,104497,2012,20137768,3.7770651353498
25389,374129,2011,20137769,484.312007219067
25397,231418,2017,20137770,124.027229068962
25398,245070,2015,20137771,78.9163657906113
25401,939960,2016,20137772,8505.20861679567
25401.1,939960,2016,20137773,13944.7499231012
25402,925598,2016,20137774,518.952924049444
25403,72587,2012,20137775,1267.6621897392
25404,963199,2012,20137776,109.062279288591
25404.1,963199,2012,20137777,3327.77823982352
25407,97411,2011,20137778,80.649340977681
25409,821387,2010,20137779,2696.46502259688
25412,946586,2013,20137780,979.202204746995
25416,57331,2017,20137781,314.802748405934
25419,443495,2017,20137782,145.684214771974
25421,393448,2017,20137783,2518.76055114033
25421.1,393448,2017,20137784,539.372612861749
25425,339147,2011,20137785,359.860147437764
25429,680976,2012,20137786,939.715231948053
25429.1,680976,2012,20137787,1916.12708857094
25437,97400,2017,20137788,12627.3030253679
25437.1,97400,2017,20137789,1372.82524592947
25438,373569,2009,20137790,4532.11687253721
25438.1,373569,2009,20137791,47947.2830274574
25438.2,373569,2009,20137792,34796.4713781457
25439,697246,2017,20137793,2061.71792191442
25446,161866,2011,20137794,693.210897964188
25448,798442,2010,20137795,3292.45125551502
25449,900624,2014,20137796,1293.91289391363
25451,748798,2014,20137797,296.612092465159
25451.1,748798,2014,20137798,3394.20001471417
25452,376915,2009,20137799,5230.53854947534
25454,799615,2013,20137800,29469.824502053
25454.1,799615,2013,20137801,2470.09340662517
25454.2,799615,2013,20137802,733.969664829491
25455,612047,2016,20137803,2533.92759481309
25455.1,612047,2016,20137804,4042.64513481199
25458,96919,2014,20137805,1560.55045677663
25458.1,96919,2014,20137806,544.052652374433
25458.2,96919,2014,20137807,484.268890551026
25459,721542,2013,20137808,285.759531049466
25462,875161,2010,20137809,7737.1892639288
25466,649605,2016,20137810,164.377186765357
25467,649061,2013,20137811,2706.87018415244
25467.1,649061,2013,20137812,2747.37984677794
25467.2,649061,2013,20137813,17088.9895949945
25467.3,649061,2013,20137814,18934.6188622811
25468,100602,2013,20137815,8246.99198054869
25469,585208,2017,20137816,475.918143065186
25469.1,585208,2017,20137817,45830.9450291785
25472,584300,2013,20137818,202.840185436843
25473,71487,2011,20137819,4471.29936497982
25473.1,71487,2011,20137820,369.344907293926
25473.2,71487,2011,20137821,5406.56499451364
25475,294285,2015,20137822,337.293458207405
25485,469870,2016,20137823,334.406841632536
25488,269587,2011,20137824,121.093382258897
25491,955877,2008,20137825,650.211810137431
25495,403931,2009,20137826,2164.81082499302
25496,355963,2014,20137827,3914.24953598348
25500,240497,2012,20137828,1554.40440461147
25506,491488,2014,20137829,9.5163400289418
25508,543816,2009,20137830,21001.2959309661
25508.1,543816,2009,20137831,19125.4253511081
25510,745554,2008,20137832,1529.2522560218
25513,95795,2012,20137833,6764.34510810193
25515,111799,2008,20137834,582.413828853276
25518,215190,2013,20137835,8081.70973840601
25518.1,215190,2013,20137836,15980.4609467563
25518.2,215190,2013,20137837,3500.46463193233
25519,25552,2015,20137838,2217.9027158545
